Month,Singapore,Thailand,Japan,Korea,Indonesia
Jan-2024,0.013666666666666666,0.008797916666666667,0.005253125,0.006952916666666666,0.005039583333333333
Feb-2024,0.01391068360252296,0.008955002569124156,0.005346919009719763,0.007077060282783556,0.0051295645784303415
Mar-2024,0.014,0.009012500000000001,0.005381250000000001,0.0071225,0.0051625
Apr-2024,0.01391068360252296,0.008955002569124156,0.005346919009719763,0.007077060282783556,0.0051295645784303415
May-2024,0.013666666666666666,0.008797916666666667,0.005253125,0.006952916666666666,0.005039583333333333
Jun-2024,0.013333333333333334,0.008583333333333333,0.005125,0.006783333333333333,0.004916666666666667
Jul-2024,0.013,0.00836875,0.0049968750000000004,0.006613750000000001,0.00479375
Aug-2024,0.012755983064143708,0.008211664097542513,0.004903080990280238,0.006489606383883111,0.004703768754902992
Sep-2024,0.012666666666666666,0.008154166666666667,0.004868750000000001,0.006444166666666667,0.004670833333333333
Oct-2024,0.012755983064143708,0.008211664097542513,0.004903080990280238,0.006489606383883111,0.004703768754902992
Nov-2024,0.013,0.00836875,0.0049968750000000004,0.006613750000000001,0.00479375
Dec-2024,0.013333333333333334,0.008583333333333333,0.005125,0.006783333333333333,0.004916666666666667
Jan-2025,0.014187277071628786,0.009203341546729782,0.005408515860273559,0.007095204877849819,0.005231558420163116
Feb-2025,0.014440589453030965,0.009367666268964313,0.005505084357914104,0.007221889035427785,0.005324967360805168
Mar-2025,0.014533308219717295,0.009427813291771973,0.005540430881255842,0.0072682586553583515,0.005359157406020752
Apr-2025,0.014440589453030965,0.009367666268964313,0.005505084357914104,0.007221889035427785,0.005324967360805168
May-2025,0.014187277071628786,0.009203341546729782,0.005408515860273559,0.007095204877849819,0.005231558420163116
Jun-2025,0.013841245923540281,0.008978869801687593,0.005276600839291277,0.006922151100341288,0.005103959434305479
Jul-2025,0.013495214775451772,0.008754398056645402,0.005144685818308995,0.006749097322832755,0.004976360448447841
Aug-2025,0.013241902394049597,0.008590073334410872,0.0050481173206684505,0.00662241316525479,0.004882951507805789
Sep-2025,0.013149183627363267,0.008529926311603214,0.005012770797326713,0.0065760435453242234,0.004848761462590205
Oct-2025,0.013241902394049597,0.008590073334410872,0.0050481173206684505,0.00662241316525479,0.004882951507805789
Nov-2025,0.013495214775451772,0.008754398056645402,0.005144685818308995,0.006749097322832755,0.004976360448447841
Dec-2025,0.013841245923540281,0.008978869801687593,0.005276600839291277,0.006922151100341288,0.005103959434305479
Jan-2026,0.014727719320036381,0.009627449183131903,0.005568503283441881,0.007240404951207123,0.005430846499263416
Feb-2026,0.014990681242521271,0.009799346303847514,0.005667928340163677,0.007369681641247536,0.005527813708179718
Mar-2026,0.015086931986378735,0.009862265016866828,0.005704320436696562,0.007417000193919494,0.005563306169977158
Apr-2026,0.014990681242521271,0.009799346303847514,0.005667928340163677,0.007369681641247536,0.005527813708179718
May-2026,0.014727719320036381,0.009627449183131903,0.005568503283441881,0.007240404951207123,0.005430846499263416
Jun-2026,0.014368506653694033,0.00939263334939698,0.005432686130187201,0.007063809708494756,0.005298386828549675
Jul-2026,0.01400929398735168,0.009157817515662055,0.005296868976932522,0.006887214465782387,0.0051659271578359325
Aug-2026,0.013746332064866794,0.008985920394946443,0.0051974439202107274,0.006757937775741975,0.00506895994891963
Sep-2026,0.01365008132100933,0.00892300168192713,0.005161051823677841,0.0067106192230700175,0.0050334674871221905
Oct-2026,0.013746332064866794,0.008985920394946443,0.0051974439202107274,0.006757937775741975,0.00506895994891963
Nov-2026,0.01400929398735168,0.009157817515662055,0.005296868976932522,0.006887214465782387,0.0051659271578359325
Dec-2026,0.014368506653694033,0.00939263334939698,0.005432686130187201,0.007063809708494756,0.005298386828549675
Jan-2027,0.015288748875112423,0.01007110051313067,0.005733223238830372,0.007388576476645931,0.0056377261476977065
Feb-2027,0.015561727922935443,0.010250918982978101,0.005835589353512287,0.00752049875412186,0.005738387171582445
Mar-2027,0.015661645189139557,0.010316737111011907,0.005873057951972578,0.0075687856590031495,0.0057752316634952115
Apr-2027,0.015561727922935443,0.010250918982978101,0.005835589353512287,0.00752049875412186,0.005738387171582445
May-2027,0.015288748875112423,0.01007110051313067,0.005733223238830372,0.007388576476645931,0.0056377261476977065
Jun-2027,0.014915852561085291,0.009825463915249435,0.005593388525688169,0.007208367294288714,0.0055002206319002015
Jul-2027,0.01454295624705816,0.009579827317368199,0.005453553812545964,0.007028158111931496,0.005362715116102697
Aug-2027,0.01426997719923514,0.009400008847520768,0.005351187697864052,0.006896235834455568,0.005262054092217958
Sep-2027,0.014170059933031026,0.009334190719486962,0.00531371909940376,0.006847948929574278,0.005225209600305192
Oct-2027,0.01426997719923514,0.009400008847520768,0.005351187697864052,0.006896235834455568,0.005262054092217958
Nov-2027,0.01454295624705816,0.009579827317368199,0.005453553812545964,0.007028158111931496,0.005362715116102697
Dec-2027,0.014915852561085291,0.009825463915249435,0.005593388525688169,0.007208367294288714,0.0055002206319002015
Jan-2028,0.015871149978276065,0.010535196147624394,0.005902815717825676,0.007539780263553374,0.0058524865544893
Feb-2028,0.016154527738242986,0.01072330099756988,0.00600820988887847,0.00767440226918328,0.0059569821034771014
Mar-2028,0.01625825119725841,0.01079215215122499,0.006046786832894596,0.0077236773431522375,0.005995230128989039
Apr-2028,0.016154527738242986,0.01072330099756988,0.00600820988887847,0.00767440226918328,0.0059569821034771014
May-2028,0.015871149978276065,0.010535196147624394,0.005902815717825676,0.007539780263553374,0.0058524865544893
Jun-2028,0.015484048759293724,0.010278240144023799,0.005758844602756758,0.007355883183954512,0.005709742979989561
Jul-2028,0.01509694754031138,0.010021284140423204,0.005614873487687838,0.007171986104355648,0.005566999405489822
Aug-2028,0.01481356978034446,0.009833179290477717,0.005509479316635046,0.007037364098725744,0.00546250385650202
Sep-2028,0.014709846321329037,0.00976432813682261,0.005470902372618919,0.006988089024756786,0.0054242558309900825
Oct-2028,0.01481356978034446,0.009833179290477717,0.005509479316635046,0.007037364098725744,0.00546250385650202
Nov-2028,0.01509694754031138,0.010021284140423204,0.005614873487687838,0.007171986104355648,0.005566999405489822
Dec-2028,0.015484048759293724,0.010278240144023799,0.005758844602756758,0.007355883183954512,0.005709742979989561
Jan-2029,0.016475736745403247,0.011020678199389526,0.006077424852850869,0.007694078365752459,0.006075427924867448
Feb-2029,0.016769909340275557,0.011217451281726597,0.006185936652154983,0.007831455348219466,0.006183904069226612
Mar-2029,0.016877583983096012,0.011289475228642931,0.006225654727310647,0.007881738813697641,0.006223609093766655
Apr-2029,0.016769909340275557,0.011217451281726597,0.006185936652154983,0.007831455348219466,0.006183904069226612
May-2029,0.016475736745403247,0.011020678199389526,0.006077424852850869,0.007694078365752459,0.006075427924867448
Jun-2029,0.016073889507710486,0.010751881170136125,0.005929194978391093,0.007506417917807277,0.005927246755968243
Jul-2029,0.015672042270017724,0.01048308414088272,0.005780965103931315,0.007318757469862095,0.005779065587069036
Aug-2029,0.015377869675145414,0.010286311058545654,0.005672453304627202,0.007181380487395087,0.005670589442709872
Sep-2029,0.01527019503232496,0.010214287111629318,0.005632735229471538,0.007131097021916913,0.00563088441816983
Oct-2029,0.015377869675145414,0.010286311058545654,0.005672453304627202,0.007181380487395087,0.005670589442709872
Nov-2029,0.015672042270017724,0.01048308414088272,0.005780965103931315,0.007318757469862095,0.005779065587069036
Dec-2029,0.016073889507710486,0.010751881170136125,0.005929194978391093,0.007506417917807277,0.005927246755968243
Jan-2030,0.01710335430484766,0.011528532195566847,0.00625719903986001,0.007851534106968866,0.006306861899912575
Feb-2030,0.01740873294706718,0.011734372959075347,0.006368920688890468,0.007991722445594748,0.006419470274231023
Mar-2030,0.017520509287892727,0.011809715907653845,0.006409813650588305,0.008043034938846156,0.006460687799910443
Apr-2030,0.01740873294706718,0.011734372959075347,0.006368920688890468,0.007991722445594748,0.006419470274231023
May-2030,0.01710335430484766,0.011528532195566847,0.00625719903986001,0.007851534106968866,0.006306861899912575
Jun-2030,0.016686199321802597,0.01124734848347985,0.006104584429131719,0.007660033275091577,0.006153035999914708
Jul-2030,0.016269044338757532,0.010966164771392855,0.005951969818403425,0.007468532443214287,0.00599921009991684
Aug-2030,0.015963665696538013,0.010760324007884355,0.005840248169372969,0.007328344104588405,0.005886601725598392
Sep-2030,0.015851889355712467,0.010684981059305857,0.005799355207675132,0.007277031611336998,0.005845384199918972
Oct-2030,0.015963665696538013,0.010760324007884355,0.005840248169372969,0.007328344104588405,0.005886601725598392
Nov-2030,0.016269044338757532,0.010966164771392855,0.005951969818403425,0.007468532443214287,0.00599921009991684
Dec-2030,0.016686199321802597,0.01124734848347985,0.006104584429131719,0.007660033275091577,0.006153035999914708
Jan-2031,0.017754879978812834,0.01205978907827864,0.006442291064456176,0.008012212106818921,0.006547111992187232
Feb-2031,0.018071891545319626,0.012275115379104596,0.00655731751265932,0.00815526933470209,0.006664010007336612
Mar-2031,0.018187925831954613,0.012353930275309828,0.006599420114808766,0.00820763191430231,0.006706797650533263
Apr-2031,0.018071891545319626,0.012275115379104596,0.00655731751265932,0.00815526933470209,0.006664010007336612
May-2031,0.017754879978812834,0.01205978907827864,0.006442291064456176,0.008012212106818921,0.006547111992187232
Jun-2031,0.017321834125671058,0.011765647881247454,0.006285162014103587,0.007816792299335533,0.006387426333841203
Jul-2031,0.016888788272529282,0.011471506684216266,0.006128032963750997,0.0076213724918521445,0.006227740675495173
Aug-2031,0.01657177670602249,0.011256180383390312,0.006013006515547853,0.007478315263968975,0.006110842660345794
Sep-2031,0.016455742419387503,0.01117736548718508,0.005970903913398408,0.007425952684368756,0.0060680550171491425
Oct-2031,0.01657177670602249,0.011256180383390312,0.006013006515547853,0.007478315263968975,0.006110842660345794
Nov-2031,0.016888788272529282,0.011471506684216266,0.006128032963750997,0.0076213724918521445,0.006227740675495173
Dec-2031,0.017321834125671058,0.011765647881247454,0.006285162014103587,0.007816792299335533,0.006387426333841203
Jan-2032,0.018431224509726757,0.012615527297438202,0.006632858231740126,0.008176178307329392,0.006796514037961741
Feb-2032,0.0187603121386738,0.012840776247340568,0.006751287237228791,0.008322163134956406,0.006917865101135964
